vaga_id,tecnologia
678,React
678,TypeScript
679,PostgreSQL
679,Python
679,Docker
679,Node.js
680,Python
680,Power BI
681,Active Directory
681,Windows Server
682,Redes
682,ITIL
683,TypeScript
683,JavaScript
683,React
684,Docker
684,Python
684,Node.js
684,AWS
685,Docker
685,Java
685,AWS
686,Excel Avançado
686,Python
687,React
687,TypeScript
687,JavaScript
687,CSS
688,CSS
688,React
688,JavaScript
689,Python
689,Excel Avançado
690,PostgreSQL
690,Docker
690,Python
690,Java
691,Redes
691,ITIL
691,Active Directory
691,Windows Server
692,Windows Server
692,ITIL
692,Active Directory
692,Redes
693,Redes
693,Windows Server
694,Python
694,SQL
694,Excel Avançado
694,Power BI
695,Windows Server
695,ITIL
695,Active Directory
695,Redes
696,PostgreSQL
696,AWS
696,Python
697,JavaScript
697,CSS
697,React
698,Python
698,Java
698,PostgreSQL
699,React
699,CSS
699,TypeScript
699,JavaScript
700,ITIL
700,Windows Server
701,Excel Avançado
701,Python
701,Power BI
701,SQL
702,JavaScript
702,CSS
702,React
703,Python
703,Power BI
704,Docker
704,Java
704,PostgreSQL
705,React
705,CSS
705,TypeScript
706,React
706,CSS
706,TypeScript
707,Excel Avançado
707,Python
707,SQL
708,Python
708,Java
708,AWS
709,Docker
709,Java
710,PostgreSQL
710,Python
710,AWS
710,Docker
711,Python
711,Power BI
711,Excel Avançado
712,Active Directory
712,Redes
712,Windows Server
712,ITIL
713,Python
713,Power BI
713,SQL
714,PostgreSQL
714,Python
714,Docker
714,Java
715,Python
715,SQL
716,Node.js
716,PostgreSQL
716,Docker
716,Python
717,Active Directory
717,ITIL
717,Windows Server
718,PostgreSQL
718,Python
718,Node.js
719,JavaScript
719,React
719,CSS
719,TypeScript
720,Python
720,Node.js
721,Python
721,Docker
721,Java
721,Node.js
722,ITIL
722,Windows Server
722,Redes
722,Active Directory
723,PostgreSQL
723,Node.js
723,Java
724,Active Directory
724,Windows Server
724,ITIL
724,Redes
725,Excel Avançado
725,Power BI
726,Windows Server
726,Active Directory
727,PostgreSQL
727,Python
728,Docker
728,AWS
728,Python
728,Java
729,Windows Server
729,ITIL
730,ITIL
730,Windows Server
730,Active Directory
731,Python
731,Docker
731,Java
731,Node.js
732,Windows Server
732,ITIL
733,Python
733,Excel Avançado
734,Active Directory
734,Windows Server
734,Redes
735,Power BI
735,Python
736,Windows Server
736,ITIL
736,Redes
737,ITIL
737,Active Directory
737,Redes
738,SQL
738,Excel Avançado
739,Node.js
739,Java
740,Power BI
740,Excel Avançado
740,Python
741,Python
741,AWS
741,Node.js
742,Excel Avançado
742,Power BI
743,Python
743,AWS
743,PostgreSQL
743,Java
744,JavaScript
744,CSS
744,React
744,TypeScript
745,AWS
745,Node.js
745,Java
745,PostgreSQL
746,Excel Avançado
746,Python
746,SQL
747,Power BI
747,Python
747,SQL
748,Power BI
748,Python
749,Python
749,Power BI
750,Python
750,Docker
751,Active Directory
751,ITIL
751,Windows Server
752,SQL
752,Power BI
752,Excel Avançado
753,Excel Avançado
753,SQL
753,Python
754,Python
754,Node.js
754,PostgreSQL
755,Node.js
755,Python
755,PostgreSQL
756,CSS
756,TypeScript
756,React
757,Active Directory
757,ITIL
758,Redes
758,Windows Server
758,ITIL
758,Active Directory
759,Excel Avançado
759,Python
759,Power BI
760,AWS
760,Java
760,Node.js
761,PostgreSQL
761,AWS
761,Docker
762,AWS
762,Docker
762,Java
763,Node.js
763,Docker
764,Excel Avançado
764,Power BI
765,Power BI
765,Python
765,SQL
765,Excel Avançado
766,Python
766,Excel Avançado
766,SQL
766,Power BI
767,Redes
767,ITIL
768,Python
768,Excel Avançado
768,Power BI
769,SQL
769,Power BI
769,Excel Avançado
769,Python
770,Python
770,Excel Avançado
770,Power BI
770,SQL
771,Node.js
771,Java
772,Redes
772,Active Directory
772,Windows Server
772,ITIL
773,Redes
773,Active Directory
773,ITIL
773,Windows Server
774,SQL
774,Excel Avançado
774,Power BI
775,SQL
775,Excel Avançado
775,Power BI
776,AWS
776,PostgreSQL
776,Node.js
776,Java
777,Windows Server
777,Active Directory
777,Redes
778,SQL
778,Power BI
779,Python
779,PostgreSQL
780,Python
780,AWS
780,PostgreSQL
780,Java
781,ITIL
781,Redes
781,Windows Server
782,Java
782,PostgreSQL
782,AWS
782,Docker
783,TypeScript
783,CSS
784,CSS
784,TypeScript
784,JavaScript
784,React
785,Java
785,PostgreSQL
785,Node.js
786,Active Directory
786,Windows Server
787,Python
787,Docker
787,Java
787,PostgreSQL
788,Docker
788,PostgreSQL
788,Java
788,AWS
789,PostgreSQL
789,Node.js
789,Docker
790,Redes
790,Active Directory
790,Windows Server
791,PostgreSQL
791,AWS
791,Python
791,Java
792,React
792,JavaScript
792,CSS
792,TypeScript
793,Windows Server
793,ITIL
793,Active Directory
793,Redes
794,ITIL
794,Redes
795,Active Directory
795,Redes
796,Power BI
796,SQL
797,Windows Server
797,Active Directory
797,ITIL
797,Redes
798,TypeScript
798,JavaScript
798,CSS
799,Node.js
799,Java
799,Python
800,Windows Server
800,Redes
800,Active Directory
800,ITIL
801,SQL
801,Python
801,Power BI
802,React
802,TypeScript
802,JavaScript
803,CSS
803,React
804,SQL
804,Power BI
804,Excel Avançado
805,TypeScript
805,React
805,CSS
805,JavaScript
806,Active Directory
806,Redes
806,Windows Server
807,Power BI
807,Python
807,SQL
807,Excel Avançado
808,Python
808,AWS
808,PostgreSQL
808,Docker
809,Excel Avançado
809,Python
809,Power BI
809,SQL
810,Windows Server
810,Active Directory
810,ITIL
810,Redes
811,Active Directory
811,Windows Server
812,Redes
812,Windows Server
812,ITIL
812,Active Directory
813,ITIL
813,Active Directory
814,TypeScript
814,JavaScript
814,React
814,CSS
815,Windows Server
815,ITIL
815,Active Directory
816,Redes
816,Active Directory
816,Windows Server
817,Java
817,PostgreSQL
817,Node.js
817,AWS
818,Redes
818,Active Directory
818,Windows Server
818,ITIL
819,Windows Server
819,Redes
820,Python
820,PostgreSQL
820,Docker
821,Windows Server
821,Active Directory
821,ITIL
822,Power BI
822,Python
822,Excel Avançado
823,Active Directory
823,ITIL
823,Redes
823,Windows Server
824,Active Directory
824,ITIL
824,Redes
824,Windows Server
825,Excel Avançado
825,Power BI
825,Python
825,SQL
826,JavaScript
826,CSS
826,React
827,Windows Server
827,Active Directory
827,Redes
828,ITIL
828,Active Directory
828,Windows Server
828,Redes
829,React
829,CSS
829,JavaScript
830,AWS
830,Docker
830,Node.js
830,Java
831,SQL
831,Python
831,Excel Avançado
832,Redes
832,ITIL
832,Windows Server
832,Active Directory
833,React
833,TypeScript
833,CSS
833,JavaScript
834,Docker
834,AWS
835,Node.js
835,AWS
836,JavaScript
836,React
836,TypeScript
836,CSS
837,Python
837,Excel Avançado
837,Power BI
837,SQL
838,React
838,JavaScript
838,CSS
838,TypeScript
839,Active Directory
839,Redes
840,Excel Avançado
840,Python
840,Power BI
841,Python
841,SQL
841,Power BI
842,PostgreSQL
842,AWS
843,SQL
843,Excel Avançado
843,Python
844,ITIL
844,Windows Server
844,Active Directory
845,Java
845,AWS
845,PostgreSQL
846,CSS
846,React
846,TypeScript
847,CSS
847,TypeScript
847,React
848,Python
848,Excel Avançado
848,Power BI
849,SQL
849,Power BI
850,Python
850,Power BI
851,Active Directory
851,Redes
851,ITIL
851,Windows Server
852,TypeScript
852,React
852,JavaScript
852,CSS
853,Redes
853,Windows Server
853,Active Directory
854,Java
854,Node.js
855,Python
855,Node.js
855,PostgreSQL
855,AWS
856,Windows Server
856,Active Directory
857,TypeScript
857,JavaScript
858,Power BI
858,Excel Avançado
859,Redes
859,Windows Server
859,Active Directory
860,Python
860,Power BI
861,ITIL
861,Redes
861,Active Directory
861,Windows Server
862,Python
862,Power BI
862,Excel Avançado
863,React
863,TypeScript
864,ITIL
864,Redes
864,Windows Server
865,TypeScript
865,JavaScript
865,CSS
866,Excel Avançado
866,Python
866,SQL
867,Redes
867,ITIL
867,Active Directory
867,Windows Server
868,Active Directory
868,Redes
868,Windows Server
868,ITIL
869,Node.js
869,Java
869,Python
869,AWS
870,ITIL
870,Windows Server
871,Power BI
871,Excel Avançado
872,Python
872,SQL
872,Power BI
872,Excel Avançado
873,Python
873,Power BI
873,SQL
874,SQL
874,Python
874,Excel Avançado
875,PostgreSQL
875,AWS
875,Node.js
875,Docker
876,TypeScript
876,JavaScript
876,React
877,PostgreSQL
877,Python
877,Java
877,Docker
878,TypeScript
878,React
879,Windows Server
879,Active Directory
879,Redes
879,ITIL
880,AWS
880,Python
880,Java
881,JavaScript
881,TypeScript
882,JavaScript
882,React
882,TypeScript
882,CSS
883,Redes
883,ITIL
884,Docker
884,Java
885,React
885,JavaScript
886,Windows Server
886,Active Directory
886,Redes
887,Python
887,SQL
887,Power BI
887,Excel Avançado
888,Windows Server
888,ITIL
888,Redes
889,Power BI
889,Python
889,Excel Avançado
890,AWS
890,Java
891,Redes
891,Active Directory
891,Windows Server
892,Java
892,Node.js
893,Windows Server
893,Redes
894,Python
894,SQL
895,Python
895,Node.js
895,Java
895,PostgreSQL
896,Redes
896,ITIL
896,Active Directory
896,Windows Server
897,TypeScript
897,CSS
897,React
898,Node.js
898,Java
898,AWS
898,Python
899,Windows Server
899,ITIL
899,Active Directory
900,TypeScript
900,React
900,CSS
900,JavaScript
901,CSS
901,TypeScript
901,JavaScript
901,React
902,Docker
902,Java
902,Node.js
903,SQL
903,Python
904,TypeScript
904,React
904,CSS
905,Active Directory
905,Windows Server
905,Redes
906,Node.js
906,AWS
906,Docker
907,Power BI
907,SQL
907,Python
907,Excel Avançado
908,SQL
908,Python
908,Excel Avançado
908,Power BI
909,Excel Avançado
909,Power BI
909,Python
909,SQL
910,CSS
910,TypeScript
910,JavaScript
911,Node.js
911,AWS
911,Java
911,PostgreSQL
912,Python
912,Docker
912,AWS
912,PostgreSQL
913,Excel Avançado
913,Python
913,SQL
913,Power BI
914,ITIL
914,Active Directory
914,Redes
914,Windows Server
915,Python
915,PostgreSQL
916,Python
916,Java
916,Node.js
916,Docker
917,Windows Server
917,Active Directory
917,ITIL
918,Python
918,Power BI
918,Excel Avançado
919,TypeScript
919,CSS
920,Node.js
920,AWS
920,PostgreSQL
921,Redes
921,Windows Server
921,ITIL
921,Active Directory
922,ITIL
922,Redes
923,Redes
923,ITIL
923,Active Directory
924,React
924,CSS
924,JavaScript
925,ITIL
925,Redes
925,Windows Server
926,Redes
926,Windows Server
926,ITIL
927,Java
927,AWS
927,Python
928,Python
928,Node.js
928,Java
928,PostgreSQL
929,Python
929,Docker
929,AWS
929,Java
930,React
930,CSS
931,JavaScript
931,CSS
932,Excel Avançado
932,Power BI
933,PostgreSQL
933,AWS
933,Python
933,Docker
934,React
934,CSS
934,JavaScript
935,PostgreSQL
935,Node.js
936,Windows Server
936,Redes
936,Active Directory
936,ITIL
937,Python
937,Power BI
937,Excel Avançado
938,Redes
938,ITIL
938,Active Directory
939,ITIL
939,Active Directory
940,React
940,JavaScript
940,CSS
941,Python
941,Excel Avançado
941,Power BI
942,SQL
942,Excel Avançado
942,Python
943,Windows Server
943,ITIL
943,Redes
943,Active Directory
944,Windows Server
944,Active Directory
945,PostgreSQL
945,AWS
946,Docker
946,PostgreSQL
946,Java
947,CSS
947,React
948,Active Directory
948,Windows Server
948,ITIL
949,Java
949,Node.js
949,PostgreSQL
949,AWS
950,CSS
950,JavaScript
950,TypeScript
950,React
951,CSS
951,TypeScript
951,React
952,Redes
952,ITIL
953,Excel Avançado
953,Power BI
953,Python
953,SQL
954,AWS
954,Python
954,Java
955,Python
955,SQL
955,Power BI
955,Excel Avançado
956,PostgreSQL
956,Java
957,Power BI
957,Excel Avançado
957,Python
958,Python
958,Excel Avançado
958,SQL
959,JavaScript
959,TypeScript
960,AWS
960,Java
961,Windows Server
961,Active Directory
962,JavaScript
962,TypeScript
962,CSS
962,React
963,Excel Avançado
963,Power BI
963,SQL
964,Active Directory
964,Redes
965,PostgreSQL
965,Node.js
965,AWS
966,AWS
966,PostgreSQL
966,Docker
967,PostgreSQL
967,Java
967,Python
967,Node.js
968,Docker
968,PostgreSQL
968,AWS
969,TypeScript
969,JavaScript
969,React
969,CSS
970,JavaScript
970,TypeScript
970,React
971,SQL
971,Excel Avançado
971,Python
971,Power BI
972,Python
972,PostgreSQL
972,Java
973,Python
973,Java
973,Node.js
973,Docker
974,Python
974,Power BI
974,Excel Avançado
974,SQL
975,ITIL
975,Windows Server
976,Windows Server
976,Active Directory
976,Redes
977,Active Directory
977,ITIL
977,Windows Server
977,Redes
978,Java
978,PostgreSQL
978,Docker
978,AWS
979,Python
979,SQL
979,Excel Avançado
979,Power BI
980,Redes
980,Active Directory
980,Windows Server
981,SQL
981,Python
981,Power BI
982,Java
982,AWS
982,Docker
983,Python
983,SQL
983,Excel Avançado
984,TypeScript
984,React
984,JavaScript
984,CSS
985,Node.js
985,PostgreSQL
985,Java
985,AWS
986,Java
986,Python
986,Node.js
986,PostgreSQL
987,React
987,JavaScript
987,TypeScript
988,Excel Avançado
988,SQL
988,Python
988,Power BI
989,Redes
989,ITIL
989,Active Directory
989,Windows Server
990,JavaScript
990,CSS
991,Excel Avançado
991,Python
991,SQL
991,Power BI
992,Python
992,Docker
992,Java
993,Redes
993,Active Directory
993,ITIL
993,Windows Server
994,PostgreSQL
994,Node.js
994,Python
994,AWS
995,Active Directory
995,Redes
996,Python
996,Docker
996,Node.js
997,Python
997,Power BI
997,SQL
998,Windows Server
998,ITIL
999,TypeScript
999,React
999,CSS
999,JavaScript
1000,Python
1000,Node.js
1001,Python
1001,Excel Avançado
1001,SQL
1001,Power BI
1002,Docker
1002,Python
1003,Windows Server
1003,Active Directory
1003,Redes
1004,Windows Server
1004,ITIL
1005,Power BI
1005,Excel Avançado
1005,Python
1005,SQL
1006,CSS
1006,React
1006,JavaScript
1006,TypeScript
1007,TypeScript
1007,JavaScript
1007,React
1007,CSS
1008,ITIL
1008,Windows Server
1008,Redes
1008,Active Directory
1009,AWS
1009,Python
1010,Docker
1010,PostgreSQL
1010,Python
1011,JavaScript
1011,React
1011,CSS
1011,TypeScript
1012,Active Directory
1012,ITIL
1013,Active Directory
1013,Windows Server
1014,JavaScript
1014,React
1014,CSS
1015,React
1015,JavaScript
1015,CSS
1016,Redes
1016,ITIL
1017,Python
1017,Node.js
1018,React
1018,CSS
1019,Node.js
1019,AWS
1019,Docker
1020,Python
1020,SQL
1020,Excel Avançado
1021,Python
1021,Java
1021,PostgreSQL
1022,ITIL
1022,Active Directory
1022,Windows Server
1022,Redes
1023,Redes
1023,Active Directory
1023,ITIL
1024,Java
1024,Python
1024,Node.js
1024,AWS
1025,React
1025,TypeScript
1025,JavaScript
1026,Java
1026,PostgreSQL
1026,AWS
1026,Docker
1027,AWS
1027,Java
1027,Docker
1027,Python
1028,Python
1028,AWS
1029,JavaScript
1029,TypeScript
1029,React
1030,Power BI
1030,SQL
1031,Docker
1031,Python
1031,PostgreSQL
1032,AWS
1032,Docker
1033,ITIL
1033,Active Directory
1033,Windows Server
1033,Redes
1034,Python
1034,SQL
1035,CSS
1035,JavaScript
1035,TypeScript
1035,React
1036,ITIL
1036,Windows Server
1036,Redes
1036,Active Directory
1037,ITIL
1037,Redes
1038,Redes
1038,Windows Server
1039,Redes
1039,Windows Server
1039,ITIL
1040,PostgreSQL
1040,Docker
1040,Node.js
1040,Java
1041,Java
1041,Node.js
1041,Python
1041,Docker
1042,Java
1042,Docker
1043,TypeScript
1043,CSS
1043,JavaScript
1043,React
1044,Java
1044,Node.js
1044,AWS
1045,Active Directory
1045,ITIL
1045,Windows Server
1045,Redes
1046,Java
1046,Docker
1046,PostgreSQL
1047,Redes
1047,Active Directory
1048,ITIL
1048,Active Directory
1049,Python
1049,PostgreSQL
1050,SQL
1050,Power BI
1050,Excel Avançado
1050,Python
1051,Windows Server
1051,Active Directory
1052,ITIL
1052,Redes
1053,ITIL
1053,Windows Server
1053,Active Directory
1054,Python
1054,Docker
1055,Windows Server
1055,Redes
1056,SQL
1056,Python
1056,Excel Avançado
1056,Power BI
1057,JavaScript
1057,CSS
1057,TypeScript
1058,AWS
1058,Node.js
1058,Docker
1058,Java
1059,Active Directory
1059,Redes
1059,ITIL
1059,Windows Server
1060,Redes
1060,ITIL
1061,CSS
1061,React
1061,TypeScript
1062,Windows Server
1062,Redes
1062,ITIL
1062,Active Directory
1063,PostgreSQL
1063,Docker
1063,Java
1063,Node.js
1064,React
1064,JavaScript
1064,TypeScript
1065,Java
1065,Docker
1065,PostgreSQL
1066,Windows Server
1066,Redes
1066,Active Directory
1066,ITIL
1067,Active Directory
1067,Redes
1068,Windows Server
1068,Redes
1069,CSS
1069,TypeScript
1069,JavaScript
1070,Windows Server
1070,Active Directory
1070,Redes
1070,ITIL
1071,ITIL
1071,Redes
1071,Active Directory
1071,Windows Server
1072,Active Directory
1072,Redes
1072,Windows Server
1073,Redes
1073,Windows Server
1073,ITIL
1074,Python
1074,AWS
1075,Python
1075,Java
1076,Python
1076,Excel Avançado
1077,Python
1077,Node.js
1077,AWS
1078,TypeScript
1078,JavaScript
1078,CSS
1079,Redes
1079,Windows Server
1080,JavaScript
1080,TypeScript
1080,CSS
1080,React
1081,Power BI
1081,Python
1081,SQL
1081,Excel Avançado
1082,Windows Server
1082,Active Directory
1082,ITIL
1083,Docker
1083,Python
1083,PostgreSQL
1084,Node.js
1084,Python
1084,Docker
1085,Windows Server
1085,Active Directory
1085,Redes
1086,Redes
1086,Windows Server
1087,TypeScript
1087,CSS
1087,JavaScript
1088,Windows Server
1088,Active Directory
1089,JavaScript
1089,React
1089,TypeScript
1090,PostgreSQL
1090,AWS
1091,PostgreSQL
1091,Python
1091,Node.js
1091,Java
1092,CSS
1092,JavaScript
1093,AWS
1093,PostgreSQL
1094,CSS
1094,React
1094,JavaScript
1095,React
1095,JavaScript
1095,CSS
1096,ITIL
1096,Redes
1096,Windows Server
1097,Python
1097,Excel Avançado
1097,Power BI
1097,SQL
1098,PostgreSQL
1098,Node.js
1098,Python
1098,Java
1099,AWS
1099,Java
1100,JavaScript
1100,React
1101,Redes
1101,ITIL
1101,Windows Server
1101,Active Directory
1102,CSS
1102,React
1103,AWS
1103,PostgreSQL
1103,Node.js
1103,Docker
1104,Active Directory
1104,ITIL
1105,Excel Avançado
1105,Power BI
1105,SQL
1105,Python
1106,Python
1106,Node.js
1106,PostgreSQL
1107,Java
1107,Docker
1107,Node.js
1108,Windows Server
1108,Active Directory
1108,Redes
1108,ITIL
1109,ITIL
1109,Windows Server
1109,Active Directory
1109,Redes
1110,Redes
1110,Active Directory
1110,Windows Server
1110,ITIL
1111,SQL
1111,Power BI
1112,ITIL
1112,Active Directory
1113,AWS
1113,Docker
1113,Python
1113,Node.js
1114,Python
1114,SQL
1114,Power BI
1115,Active Directory
1115,Windows Server
1115,Redes
1116,Docker
1116,Python
1116,AWS
1117,Redes
1117,Active Directory
1118,PostgreSQL
1118,AWS
1118,Node.js
1118,Docker
1119,AWS
1119,Docker
1119,Python
1119,PostgreSQL
1120,Power BI
1120,SQL
1121,Python
1121,Java
1121,AWS
1122,Java
1122,Python
1122,Node.js
1123,React
1123,CSS
1123,JavaScript
1124,Node.js
1124,Java
1124,Docker
1124,AWS
1125,Active Directory
1125,ITIL
1125,Windows Server
1125,Redes
1126,TypeScript
1126,CSS
1127,React
1127,CSS
1128,TypeScript
1128,JavaScript
1129,Python
1129,Power BI
1129,SQL
1130,AWS
1130,Python
1130,PostgreSQL
1130,Node.js
1131,Active Directory
1131,Windows Server
1131,ITIL
1132,Node.js
1132,Python
1133,Python
1133,Docker
1133,AWS
1134,TypeScript
1134,React
1134,CSS
1135,CSS
1135,React
1135,JavaScript
1135,TypeScript
1136,AWS
1136,PostgreSQL
1136,Java
1137,Active Directory
1137,Windows Server
1138,Docker
1138,PostgreSQL
1138,Node.js
1138,AWS
1139,Redes
1139,ITIL
1139,Windows Server
1139,Active Directory
1140,CSS
1140,JavaScript
1140,TypeScript
1140,React
1141,AWS
1141,Java
1141,Python
1141,PostgreSQL
1142,Redes
1142,Active Directory
1143,AWS
1143,PostgreSQL
1143,Java
1144,React
1144,CSS
1144,JavaScript
1145,Python
1145,Excel Avançado
1146,PostgreSQL
1146,Docker
1147,CSS
1147,TypeScript
1148,AWS
1148,PostgreSQL
1148,Java
1149,JavaScript
1149,TypeScript
1149,CSS
1150,Java
1150,Python
1150,Docker
1151,TypeScript
1151,React
1152,SQL
1152,Excel Avançado
1152,Power BI
1152,Python
1153,Python
1153,Excel Avançado
1154,TypeScript
1154,JavaScript
1155,Python
1155,Excel Avançado
1155,SQL
1156,Java
1156,AWS
1156,Python
1156,PostgreSQL
1157,Redes
1157,Windows Server
1157,ITIL
1158,Excel Avançado
1158,SQL
1158,Python
1158,Power BI
1159,CSS
1159,React
1160,AWS
1160,Docker
1160,PostgreSQL
1161,CSS
1161,TypeScript
1161,React
1162,SQL
1162,Python
1162,Power BI
1162,Excel Avançado
1163,TypeScript
1163,CSS
1164,Python
1164,Java
1164,Node.js
1165,JavaScript
1165,React
1166,Windows Server
1166,Active Directory
1166,Redes
1166,ITIL
1167,Node.js
1167,Java
1167,PostgreSQL
1168,Java
1168,Docker
1168,PostgreSQL
1169,PostgreSQL
1169,Docker
1170,CSS
1170,React
1171,Power BI
1171,Python
1171,Excel Avançado
1172,Active Directory
1172,Redes
1172,Windows Server
1173,Active Directory
1173,Windows Server
1173,Redes
1174,JavaScript
1174,CSS
1175,Redes
1175,ITIL
1175,Windows Server
1175,Active Directory
1176,Python
1176,Power BI
1176,Excel Avançado
1176,SQL
1177,PostgreSQL
1177,Docker
1178,Java
1178,AWS
1179,Redes
1179,Windows Server
1179,Active Directory
1180,SQL
1180,Python
1180,Excel Avançado
1180,Power BI
1181,Python
1181,Excel Avançado
1181,Power BI
1181,SQL
1182,AWS
1182,Python
1182,PostgreSQL
1183,Power BI
1183,SQL
1184,Redes
1184,ITIL
1185,ITIL
1185,Redes
1186,Power BI
1186,Python
1186,SQL
1186,Excel Avançado
1187,React
1187,TypeScript
1187,CSS
1188,SQL
1188,Excel Avançado
1188,Power BI
1189,ITIL
1189,Active Directory
1189,Redes
1190,Active Directory
1190,ITIL
1191,JavaScript
1191,CSS
1191,React
1191,TypeScript
1192,PostgreSQL
1192,AWS
1192,Node.js
1193,Active Directory
1193,ITIL
1194,Docker
1194,AWS
1194,Python
1195,Python
1195,Power BI
1196,Redes
1196,Windows Server
1197,SQL
1197,Python
1198,Redes
1198,ITIL
1198,Windows Server
1199,Power BI
1199,Python
1199,SQL
1199,Excel Avançado
1200,Node.js
1200,Java
1200,AWS
1201,JavaScript
1201,CSS
1201,React
1201,TypeScript
1202,Active Directory
1202,Windows Server
1202,Redes
1203,Docker
1203,Java
1203,Node.js
1204,Windows Server
1204,ITIL
1205,CSS
1205,TypeScript
1205,JavaScript
1206,ITIL
1206,Active Directory
1206,Windows Server
1207,Docker
1207,AWS
1207,Python
1207,PostgreSQL
1208,JavaScript
1208,React
1208,TypeScript
1209,JavaScript
1209,TypeScript
1209,CSS
1209,React
1210,CSS
1210,TypeScript
1211,Node.js
1211,Docker
1211,Python
1212,Java
1212,Docker
1213,Active Directory
1213,Redes
1214,TypeScript
1214,React
1215,Redes
1215,Active Directory
1215,Windows Server
1216,TypeScript
1216,JavaScript
1217,Windows Server
1217,Active Directory
1217,Redes
1218,Active Directory
1218,ITIL
1219,TypeScript
1219,JavaScript
1219,React
1219,CSS
1220,Active Directory
1220,Redes
1220,Windows Server
1221,SQL
1221,Excel Avançado
1221,Python
1221,Power BI
1222,Node.js
1222,PostgreSQL
1223,Docker
1223,Node.js
1223,Python
1223,Java
1224,Java
1224,AWS
1224,Python
1224,PostgreSQL
1225,Python
1225,SQL
1226,Active Directory
1226,ITIL
1226,Redes
1227,Docker
1227,Node.js
1227,PostgreSQL
1228,Power BI
1228,Python
1228,Excel Avançado
1229,Docker
1229,Python
1230,Power BI
1230,SQL
1230,Python
1230,Excel Avançado
1231,Redes
1231,ITIL
1232,CSS
1232,React
1232,TypeScript
1232,JavaScript
1233,Windows Server
1233,Redes
1233,ITIL
1234,TypeScript
1234,CSS
1235,React
1235,TypeScript
1235,JavaScript
1236,Power BI
1236,Python
1236,Excel Avançado
1236,SQL
1237,React
1237,CSS
1238,Active Directory
1238,Redes
1238,ITIL
1238,Windows Server
1239,Excel Avançado
1239,Python
1239,SQL
1240,Active Directory
1240,ITIL
1240,Redes
1241,Excel Avançado
1241,Python
1241,Power BI
1241,SQL
1242,Docker
1242,AWS
1243,TypeScript
1243,JavaScript
1243,CSS
1243,React
1244,TypeScript
1244,React
1244,CSS
1245,Windows Server
1245,Redes
1245,ITIL
1245,Active Directory
1246,TypeScript
1246,React
1247,Docker
1247,AWS
1248,SQL
1248,Python
1249,React
1249,CSS
1249,TypeScript
1250,ITIL
1250,Active Directory
1250,Redes
1251,AWS
1251,Python
1252,TypeScript
1252,JavaScript
1253,Active Directory
1253,ITIL
1253,Redes
1253,Windows Server
1254,PostgreSQL
1254,Java
1255,Windows Server
1255,Active Directory
1255,Redes
1255,ITIL
1256,Excel Avançado
1256,Power BI
1256,SQL
1256,Python
1257,AWS
1257,PostgreSQL
1257,Docker
1258,Node.js
1258,PostgreSQL
1259,JavaScript
1259,React
1259,TypeScript
1260,React
1260,JavaScript
1260,CSS
1261,Power BI
1261,Excel Avançado
1261,Python
1262,AWS
1262,Java
1262,Node.js
1263,Windows Server
1263,ITIL
1263,Active Directory
1263,Redes
1264,TypeScript
1264,React
1264,JavaScript
1264,CSS
1265,Python
1265,Excel Avançado
1265,SQL
1265,Power BI
1266,Docker
1266,Python
1267,AWS
1267,Java
1267,Python
1267,Docker
1268,Active Directory
1268,Redes
1268,ITIL
1269,Python
1269,SQL
1269,Excel Avançado
1269,Power BI
1270,ITIL
1270,Windows Server
1270,Active Directory
1271,CSS
1271,TypeScript
1272,CSS
1272,React
1272,JavaScript
1273,JavaScript
1273,TypeScript
1273,React
1274,Docker
1274,Java
1274,Python
1275,SQL
1275,Python
1276,CSS
1276,JavaScript
1276,React
1276,TypeScript
1277,AWS
1277,PostgreSQL
1277,Python
1278,AWS
1278,Python
1278,Java
1278,Docker
1279,PostgreSQL
1279,Java
1279,AWS
1279,Docker
1280,Docker
1280,Node.js
1280,Java
1281,TypeScript
1281,React
1281,CSS
1281,JavaScript
1282,AWS
1282,PostgreSQL
1282,Python
1282,Java
1283,Java
1283,Python
1284,AWS
1284,Docker
1284,Java
1285,ITIL
1285,Windows Server
1285,Redes
1286,Python
1286,Excel Avançado
1287,Power BI
1287,Excel Avançado
1287,Python
1288,Java
1288,AWS
1289,Active Directory
1289,Redes
1289,ITIL
1290,React
1290,TypeScript
1291,Active Directory
1291,ITIL
1291,Redes
1292,Redes
1292,Windows Server
1292,ITIL
1292,Active Directory
1293,TypeScript
1293,CSS
1293,React
1294,JavaScript
1294,CSS
1294,React
1294,TypeScript
1295,JavaScript
1295,TypeScript
1295,React
1296,SQL
1296,Power BI
1296,Excel Avançado
1297,JavaScript
1297,CSS
1297,React
1298,Active Directory
1298,Windows Server
1299,Node.js
1299,Java
1299,Python
1299,Docker
1300,ITIL
1300,Redes
1300,Active Directory
1300,Windows Server
1301,ITIL
1301,Active Directory
1302,JavaScript
1302,React
1302,TypeScript
1302,CSS
1303,Active Directory
1303,Redes
1304,Windows Server
1304,ITIL
1305,Windows Server
1305,ITIL
1305,Active Directory
1305,Redes
1306,React
1306,CSS
1307,Node.js
1307,Docker
1307,AWS
1308,Redes
1308,Active Directory
1309,Windows Server
1309,Redes
1309,ITIL
1310,Docker
1310,Java
1311,Power BI
1311,Excel Avançado
1312,JavaScript
1312,CSS
1312,React
1313,Redes
1313,ITIL
1313,Windows Server
1314,TypeScript
